Obręb,Obręb nr,Arkusz,Nr działki,Pełny numer działki,Powierzchnia działki,Jednostka,Data ustanowienia
JEŻYCE (21),21,17,76/7,21/17/76/7,0.9821,Zespół Ogrodów Jordanowskich   ,2023-09-20T04:00:00+02:00
JEŻYCE (21),21,12,23/1,21/12/23/1,0.0236,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,15,114/25,21/15/114/25,0.0064,Zarząd Dróg Miejskich   ,
JEŻYCE (21),21,16,1/2,21/16/1/2,0.0705,Zespół Ogrodów Jordanowskich   ,2023-09-20T04:00:00+02:00
JEŻYCE (21),21,09,53/4,21/09/53/4,0.3669,Szkoła Podstawowa Specjalna nr 107 im.Arkadego Fiedlera   ,2018-01-17T02:00:00+01:00
JEŻYCE (21),21,11,56/3,21/11/56/3,0.0869,Szkoła Podstawowa nr 23 im.Gen.Józefa Bema w Poznaniu   ,
JEŻYCE (21),21,09,36/4,21/09/36/4,0.1623,Sąd Okręgowy w Poznaniu   ,
JEŻYCE (21),21,09,43/4,21/09/43/4,0.181,Sąd Okręgowy w Poznaniu   ,
JEŻYCE (21),21,18,5/10,21/18/5/10,0.1648,Wielkopolskie Samorządowe Centrum Kształcenia Zawodowego i Ustawicznego nr 1   ,
JEŻYCE (21),21,22,6/4,21/22/6/4,1.1187,Zarząd Zieleni Miejskiej   ,2019-12-18T02:00:00+01:00
JEŻYCE (21),21,16,71,21/16/71,0.5398,Szkoła Podstawowa nr 71 im.Janusza Kusocińskiego   ,
JEŻYCE (21),21,16,71,21/16/71,0.5398,Zespół Szkół Komunikacji im. Hipolita Cegielskiego w Poznaniu   ,2018-03-30T04:00:00+02:00
JEŻYCE (21),21,17,3/32,21/17/3/32,1.378,Ośrodek Szkolno-Wychowawczy Dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza   ,
JEŻYCE (21),21,14,57/2,21/14/57/2,0.0326,Szkoła Podstawowa nr 36 im.mjr Henryka Sucharskiego   ,
JEŻYCE (21),21,09,52/7,21/09/52/7,0.123,Zespół Szkół Zawodowych nr 1   ,
JEŻYCE (21),21,11,54,21/11/54,0.0227,Szkoła Podstawowa nr 23 im.Gen.Józefa Bema w Poznaniu   ,
JEŻYCE (21),21,01,202,21/01/202,0.2684,Zespół Szkolno-Przedszkolny nr 13   ,
JEŻYCE (21),21,09,2/6,21/09/2/6,1.0913,Szkoła Podstawowa Specjalna nr 106   ,2017-12-13T02:00:00+01:00
JEŻYCE (21),21,18,9/19,21/18/9/19,0.3966,"Przedszkole nr 30 ""Mały Olimpijczyk""   ",
JEŻYCE (21),21,12,27,21/12/27,0.0385,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,12,17/1,21/12/17/1,0.0279,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,14,82/2,21/14/82/2,0.0319,Usługi Komunalne   ,
JEŻYCE (21),21,15,114/32,21/15/114/32,0.0088,Zarząd Dróg Miejskich   ,
JEŻYCE (21),21,18,6/8,21/18/6/8,0.1222,Wielkopolskie Samorządowe Centrum Kształcenia Zawodowego i Ustawicznego nr 1   ,
JEŻYCE (21),21,18,4/10,21/18/4/10,0.0102,Wielkopolskie Samorządowe Centrum Kształcenia Zawodowego i Ustawicznego nr 1   ,
JEŻYCE (21),21,09,50/1,21/09/50/1,0.1721,Zespół Szkół Zawodowych nr 1   ,
JEŻYCE (21),21,12,16/2,21/12/16/2,0.0292,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,12,7/2,21/12/7/2,0.1127,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,17,3/27,21/17/3/27,0.0006,Ośrodek Szkolno-Wychowawczy Dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza   ,
JEŻYCE (21),21,17,3/25,21/17/3/25,0.2045,Ośrodek Szkolno-Wychowawczy Dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza   ,
JEŻYCE (21),21,12,18/2,21/12/18/2,0.0501,Komenda Wojewódzka Policji w Poznaniu   ,
JEŻYCE (21),21,09,41/1,21/09/41/1,0.0297,Zespół Szkół Zawodowych nr 1   ,
JEŻYCE (21),21,09,51/1,21/09/51/1,0.2525,Zespół Szkół Zawodowych nr 1   ,
JEŻYCE (21),21,21,60,21/21/60,0.8408,IV Liceum Ogólnokształcące im. Komisji Edukacji Narodowej   ,
JEŻYCE (21),21,13,29/1,21/13/29/1,0.1099,"Przedszkole nr 86 "" Tęczowy Świat ""   ",
JEŻYCE (21),21,09,5/1,21/09/5/1,0.0263,Zarząd Transportu Miejskiego w Poznaniu   ,
JEŻYCE (21),21,06,43/2,21/06/43/2,0.2527,Technikum Energetyczne im.Henryka Zygalskiego   ,2023-08-25T04:00:00+02:00
JEŻYCE (21),21,13,86/6,21/13/86/6,4.2664,OGRÓD ZOOLOGICZNY w Poznaniu   ,
JEŻYCE (21),21,14,85/2,21/14/85/2,0.011,Usługi Komunalne   ,
JEŻYCE (21),21,17,3/30,21/17/3/30,0.1022,Ośrodek Szkolno-Wychowawczy Dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza   ,
JEŻYCE (21),21,06,39/6,21/06/39/6,0.4656,Technikum Energetyczne im.Henryka Zygalskiego   ,2023-08-25T04:00:00+02:00
JEŻYCE (21),21,15,114/34,21/15/114/34,0.3992,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,07,47/1,36/07/47/1,0.0211,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/22,37/05/35/22,0.0804,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,35,1/2,36/35/1/2,0.4648,"Przedszkole nr 28 ""Małych Astronomów""   ",
JUNIKOWO (36),36,46,6/11,36/46/6/11,0.9603,Areszt Śledczy   ,
JUNIKOWO (36),36,32,41/1,36/32/41/1,1.4135,Poznańskie Ośrodki Sportu i Rekreacji   ,
JUNIKOWO (36),36,19,7/3,36/19/7/3,0.1207,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,08,22,37/08/22,0.0903,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,3/13,37/03/3/13,0.0038,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,3/15,37/03/3/15,0.1144,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,4,37/05/4,0.2399,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,21,37/05/21,0.0044,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,37,37/05/37,0.0739,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,8/6,37/04/8/6,0.8938,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,8/8,37/04/8/8,0.3649,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,25/1,37/05/25/1,1.049,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/12,37/05/35/12,0.0014,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,17,37/04/17,0.6572,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,48,37/05/48,1.1132,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,08,2/59,37/08/2/59,0.0244,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,4/7,37/03/4/7,0.0715,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,20,37/05/20,0.1926,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,1/10,37/06/1/10,0.6701,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,1/9,37/06/1/9,0.0466,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,03,2/7,37/03/2/7,0.0385,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,8/5,37/03/8/5,0.0094,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,8/11,37/08/8/11,0.829,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,28/2,37/08/28/2,0.0903,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,15/4,37/04/15/4,0.0292,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,7/1,37/03/7/1,0.131,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,9/3,37/03/9/3,0.0015,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,6/16,37/04/6/16,0.0233,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,35/10,37/05/35/10,0.0772,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/7,37/05/35/7,0.019,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,31,2/5,36/31/2/5,0.1276,Poznańskie Ośrodki Sportu i Rekreacji   ,
JUNIKOWO (36),36,19,2/3,36/19/2/3,0.0013,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,25/17,36/10/25/17,0.2688,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,35,1/3,36/35/1/3,1.4028,Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu   ,
JUNIKOWO (36),36,24,42,36/24/42,0.9739,Szkoła Podstawowa nr 54 im.Jana Kasprowicza   ,
JUNIKOWO (36),36,32,41/3,36/32/41/3,0.0729,Zarząd Transportu Miejskiego w Poznaniu   ,
KOTOWO (37),37,05,43/2,37/05/43/2,0.2263,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,03,11/13,37/03/11/13,0.1081,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,20,37/08/20,0.0904,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,3/5,37/08/3/5,0.1186,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,3/4,37/08/3/4,0.0583,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,2/62,37/08/2/62,0.0072,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,02,3/2,37/02/3/2,1.5129,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,4/8,37/03/4/8,0.0353,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,8/3,37/03/8/3,0.0185,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,38,37/05/38,1.082,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,03,11/11,37/03/11/11,0.0792,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,25,37/08/25,0.0901,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,3/10,37/03/3/10,0.083,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,5,37/05/5,0.0028,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,9/2,37/04/9/2,0.0018,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,4,37/04/4,0.2081,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,52/2,37/08/52/2,0.0547,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,2,37/05/2,0.0403,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,03,5,37/03/5,0.1296,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,2021-05-24T04:00:00+02:00
KOTOWO (37),37,08,23,37/08/23,0.0902,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,26,37/08/26,0.0895,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,4/5,37/03/4/5,1.3518,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,18,37/08/18,0.0905,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,2/32,37/08/2/32,0.0792,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,53/1,37/08/53/1,0.9656,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,16/8,37/04/16/8,0.0141,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,2/64,37/08/2/64,0.065,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,3/31,37/08/3/31,0.0426,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,39/1,37/05/39/1,0.0017,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/8,37/05/35/8,0.2208,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/14,37/05/35/14,0.059,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,5,37/06/5,0.0059,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/37,36/10/26/37,0.2072,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,24,43/109,36/24/43/109,0.0128,Zarząd Zieleni Miejskiej   ,2018-06-22T04:00:00+02:00
JUNIKOWO (36),36,10,25/19,36/10/25/19,0.1402,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/45,36/10/26/45,0.0587,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,25/21,36/10/25/21,0.0369,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,06,72/6,38/06/72/6,0.0282,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,06,72/3,38/06/72/3,0.5497,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,08,1/1,37/08/1/1,0.0622,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,6/31,37/04/6/31,0.1073,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,23/5,37/05/23/5,0.0031,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,08,58/1,37/08/58/1,0.4659,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,05,36,37/05/36,0.0949,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,31,2/1,36/31/2/1,0.0148,Poznańskie Ośrodki Sportu i Rekreacji   ,
JUNIKOWO (36),36,38,4/1,36/38/4/1,0.1459,Okręgowa Stacja Chemiczno-Rolnicza w Poznaniu   ,
JUNIKOWO (36),36,34,16/65,36/34/16/65,0.1335,Centrum Kształcenia Zawodowego i Ustawicznego   ,
KOTOWO (37),37,03,7/2,37/03/7/2,2.0519,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,10/7,37/08/10/7,1.139,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,19,37/08/19,0.0905,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,21,37/08/21,0.0904,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,8/7,37/03/8/7,0.288,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,03,3/7,37/03/3/7,4.3982,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,08,59/9,37/08/59/9,1.05,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,04,1,37/04/1,0.0033,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KOTOWO (37),37,06,9/2,37/06/9/2,0.081,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,9/1,37/06/9/1,0.0428,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,10/9,37/06/10/9,0.0438,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,10/10,37/06/10/10,0.2641,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,10/11,37/06/10/11,0.5408,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/18,37/05/35/18,0.0295,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/19,37/05/35/19,0.0467,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/23,37/05/35/23,0.1745,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/21,37/05/35/21,0.116,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,7/2,37/05/7/2,0.0015,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,7/1,37/05/7/1,0.0081,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,9/1,37/05/9/1,0.0159,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,9/2,37/05/9/2,0.0991,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,3/3,37/04/3/3,0.0088,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,3/6,37/04/3/6,0.0017,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,3/5,37/04/3/5,0.0377,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,09,11/3,36/09/11/3,0.0054,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/48,36/10/26/48,0.0399,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/43,36/10/26/43,0.1076,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,26/47,36/10/26/47,0.0254,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,19,37/8,38/19/37/8,0.2896,"Centrum Wsparcia Rodzin ""Swoboda""   ",2021-11-13T02:00:00+01:00
ŁAWICA (38),38,06,72/5,38/06/72/5,0.0109,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,06,72/4,38/06/72/4,0.0133,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,29,7,36/29/7,0.3561,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,38,47,36/38/47,0.353,"PRZEDSZKOLE NR 38 IM. ""ORLE GNIAZDO""   ",
JUNIKOWO (36),36,09,11/1,36/09/11/1,0.1209,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,10,23/27,36/10/23/27,0.0881,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,11/5,37/04/11/5,0.0881,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,04,6/33,37/04/6/33,0.1543,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,06,1/1,37/06/1/1,0.1264,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,22,37/05/22,0.0126,Zarząd Dróg Miejskich   ,
KOTOWO (37),37,05,35/4,37/05/35/4,0.1015,Zarząd Dróg Miejskich   ,
JUNIKOWO (36),36,05,1/1,36/05/1/1,0.2259,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,06,72/1,38/06/72/1,0.1214,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,07,48/40,38/07/48/40,0.0626,Zarząd Zieleni Miejskiej   ,2017-12-12T02:00:00+01:00
ŁAZARZ (39),39,08,6/21,39/08/6/21,0.1388,Zarząd Zieleni Miejskiej   ,2018-11-07T02:00:00+01:00
ŁAZARZ (39),39,16,56/40,39/16/56/40,0.2657,"Przedszkole nr 91 ""Bajka""   ",
ŁAZARZ (39),39,24,31/11,39/24/31/11,0.0149,Zarząd Zieleni Miejskiej   ,2016-10-11T04:00:00+02:00
ŁAZARZ (39),39,24,31/15,39/24/31/15,0.9221,Zarząd Zieleni Miejskiej   ,2016-10-11T04:00:00+02:00
ŁAZARZ (39),39,17,5/20,39/17/5/20,0.1455,Zarząd Zieleni Miejskiej   ,2007-08-02T04:00:00+02:00
ŁAZARZ (39),39,22,13/53,39/22/13/53,0.0434,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
ŁAZARZ (39),39,22,4/12,39/22/4/12,0.0167,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
ŁAZARZ (39),39,22,4/14,39/22/4/14,0.0043,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
GÓRCZYN (35),35,05,155/30,35/05/155/30,0.0018,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,37/1,35/06/37/1,0.0239,Zarząd Dróg Miejskich   ,
GÓRCZYN (35),35,06,69/20,35/06/69/20,0.0352,Zarząd Dróg Miejskich   ,
ŁAWICA (38),38,02,1/94,38/02/1/94,0.1896,Przedszkole nr 36 im.Marii Kownackiej   ,
ŁAZARZ (39),39,15,58/1,39/15/58/1,0.0377,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,29,20/88,39/29/20/88,0.0402,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,15,55/1,39/15/55/1,0.057,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,16,4/14,39/16/4/14,0.2638,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,02,33/3,39/02/33/3,0.014,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,02,4/152,39/02/4/152,0.1466,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,24,31/12,39/24/31/12,0.002,Zarząd Zieleni Miejskiej   ,2016-10-11T04:00:00+02:00
ŁAZARZ (39),39,17,4/27,39/17/4/27,0.6221,Zarząd Zieleni Miejskiej   ,2016-09-08T04:00:00+02:00
ŁAZARZ (39),39,17,4/28,39/17/4/28,1.0487,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
ŁAZARZ (39),39,17,8/99,39/17/8/99,0.0018,Zespół Szkół Gastronomicznych im.Karola Libelta   ,
ŁAZARZ (39),39,17,8/98,39/17/8/98,0.0347,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,17,8/97,39/17/8/97,0.0933,Zarząd Zieleni Miejskiej   ,2016-09-08T04:00:00+02:00
ŁAZARZ (39),39,11,54/7,39/11/54/7,6.232,PALMIARNIA POZNAŃSKA   ,
ŁAWICA (38),38,03,126/4,38/03/126/4,0.4084,Szkoła Podstawowa nr 58 w Poznaniu im. Jerzego Kukuczki   ,
ŁAWICA (38),38,02,1/97,38/02/1/97,0.2134,Przedszkole nr 36 im.Marii Kownackiej   ,
ŁAZARZ (39),39,29,20/97,39/29/20/97,1.1498,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,09,14/1,39/09/14/1,0.1606,Straż Miejska Miasta Poznania   ,
ŁAZARZ (39),39,29,20/89,39/29/20/89,0.6963,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,29,20/85,39/29/20/85,0.7868,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,08,31/1,39/08/31/1,0.0199,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
ŁAZARZ (39),39,08,22/1,39/08/22/1,0.0015,II Liceum Ogólnokształcące im. Generałowej Zamoyskiej i Heleny Modrzejewskiej   ,
ŁAZARZ (39),39,23,71,39/23/71,0.0716,Specjalny Ośrodek Szkolno-Wychowawczy Dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza   ,
ŁAZARZ (39),39,11,53/5,39/11/53/5,0.003,PALMIARNIA POZNAŃSKA   ,
ŁAZARZ (39),39,21,3/14,39/21/3/14,0.1496,XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich   ,
ŁAZARZ (39),39,21,3/10,39/21/3/10,0.0386,XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich   ,
ŁAZARZ (39),39,21,3/12,39/21/3/12,0.011,XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich   ,
ŁAZARZ (39),39,22,13/68,39/22/13/68,3.3935,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,16,55/48,39/16/55/48,0.5436,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,34,138,39/34/138,0.0387,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,30,151,39/30/151,0.3707,"Przedszkole nr 39 ""Leśne Ludki""   ",
ŁAWICA (38),38,02,1/92,38/02/1/92,0.3554,Przedszkole nr 36 im.Marii Kownackiej   ,
ŁAZARZ (39),39,25,5/1,39/25/5/1,2.9851,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,10,1/61,39/10/1/61,0.0016,Straż Miejska Miasta Poznania   ,
ŁAZARZ (39),39,16,55/49,39/16/55/49,0.047,Zespół Szkół Specjalnych nr 103 im. Marii Grzegorzewskiej   ,
ŁAZARZ (39),39,17,8/102,39/17/8/102,0.0793,Zespół Szkół Specjalnych nr 103 im. Marii Grzegorzewskiej   ,
ŁAZARZ (39),39,29,20/98,39/29/20/98,0.9285,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,34,131/4,39/34/131/4,0.4481,Szkoła Podstawowa nr 77 im. 15 Pułku Ułanów Poznańskich   ,
ŁAZARZ (39),39,10,1/66,39/10/1/66,0.0035,Zespół Szkół Muzycznych w Poznaniu   ,
ŁAZARZ (39),39,10,1/63,39/10/1/63,0.0017,Zespół Szkół Muzycznych w Poznaniu   ,
ŁAZARZ (39),39,09,14/3,39/09/14/3,0.2869,Zespół Szkół Muzycznych w Poznaniu   ,
ŁAZARZ (39),39,34,147,39/34/147,0.0001,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,02,52/111,39/02/52/111,0.4624,"Centrum Wspierania Rodzin ""Swoboda""   ",
ŁAZARZ (39),39,21,3/2,39/21/3/2,0.7571,XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich   ,
ŁAZARZ (39),39,33,240/13,39/33/240/13,0.3046,Przedszkole nr 48   ,
ŁAZARZ (39),39,34,141,39/34/141,0.0603,XXXVII Liceum Ogólnokształcące z Oddziałami Terapeutycznymi   ,2017-12-01T02:00:00+01:00
ŁAZARZ (39),39,15,85/1,39/15/85/1,0.0386,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,16,3/26,39/16/3/26,0.0418,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,22,4/27,39/22/4/27,0.1486,Zarząd Zieleni Miejskiej   ,2018-02-20T02:00:00+01:00
ŁAZARZ (39),39,08,3/10,39/08/3/10,1.0221,Komenda Wojewódzka Policji w Poznaniu   ,
ŁAZARZ (39),39,02,52/147,39/02/52/147,0.9527,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,16,3/29,39/16/3/29,0.1891,Zarząd Zieleni Miejskiej   ,
ŁAZARZ (39),39,19,62/4,39/19/62/4,1.2368,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,19,61/2,39/19/61/2,2.506,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,19,60/3,39/19/60/3,1.386,Poznańskie Ośrodki Sportu i Rekreacji   ,2023-10-18T04:00:00+02:00
ŁAZARZ (39),39,19,60/2,39/19/60/2,0.059,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,14,5/3,39/14/5/3,0.0247,Zarząd Transportu Miejskiego w Poznaniu   ,
ŁAZARZ (39),39,24,31/16,39/24/31/16,0.0341,Poznańskie Ośrodki Sportu i Rekreacji   ,
ŁAZARZ (39),39,24,32/6,39/24/32/6,0.312,Komenda Wojewódzka Policji w Poznaniu   ,2017-08-21T04:00:00+02:00
